txn_id,is_fraud,fraud_type
TXN_N03208,0,none
TXN_N06114,0,none
TXN_N07397,0,none
TXN_N05118,0,none
TXN_N00260,0,none
TXN_N06225,0,none
TXN_N04909,0,none
TXN_F00872,1,foreign_transaction
TXN_N07314,0,none
TXN_N02565,0,none
TXN_N02338,0,none
TXN_N07244,0,none
TXN_N07530,0,none
TXN_N01124,0,none
TXN_N01733,0,none
TXN_N03828,0,none
TXN_N04072,0,none
TXN_N01781,0,none
TXN_N00583,0,none
TXN_N01692,0,none
TXN_N03039,0,none
TXN_N05841,0,none
TXN_N06664,0,none
TXN_N07309,0,none
TXN_N03468,0,none
TXN_N00577,0,none
TXN_N06773,0,none
TXN_N06182,0,none
TXN_N07294,0,none
TXN_N05764,0,none
TXN_N03654,0,none
TXN_N00252,0,none
TXN_N03079,0,none
TXN_N01685,0,none
TXN_N05901,0,none
TXN_N03119,0,none
TXN_N05082,0,none
TXN_N01191,0,none
TXN_N07270,0,none
TXN_N04631,0,none
TXN_N07387,0,none
TXN_N00624,0,none
TXN_N07737,0,none
TXN_N07692,0,none
TXN_N04402,0,none
TXN_N02665,0,none
TXN_N03636,0,none
TXN_N03128,0,none
TXN_N02474,0,none
TXN_N04792,0,none
TXN_F00451,1,amount_spike
TXN_N01703,0,none
TXN_N00097,0,none
TXN_N01480,0,none
TXN_N08449,0,none
TXN_N02755,0,none
TXN_N00120,0,none
TXN_N03019,0,none
TXN_N07229,0,none
TXN_N00034,0,none
TXN_N04485,0,none
TXN_N06019,0,none
TXN_N04242,0,none
TXN_N03652,0,none
TXN_N00533,0,none
TXN_N02770,0,none
TXN_N02345,0,none
TXN_N07898,0,none
TXN_N02302,0,none
TXN_F00797,1,odd_hours_large
TXN_N06569,0,none
TXN_N08467,0,none
TXN_N01576,0,none
TXN_N00032,0,none
TXN_N05982,0,none
TXN_N06448,0,none
TXN_N00030,0,none
TXN_F00338,1,amount_spike
TXN_N06921,0,none
TXN_N02956,0,none
TXN_N00440,0,none
TXN_N00107,0,none
TXN_N04129,0,none
TXN_N01759,0,none
TXN_N03318,0,none
TXN_N00417,0,none
TXN_N06276,0,none
TXN_N05215,0,none
TXN_N07174,0,none
TXN_N05380,0,none
TXN_N00857,0,none
TXN_N04566,0,none
TXN_N04835,0,none
TXN_F00048_5,1,velocity_abuse
TXN_N07771,0,none
TXN_N07920,0,none
TXN_F00595,1,odd_hours_large
TXN_F00074_A,1,geo_impossibility
TXN_F00165_B,1,geo_impossibility
TXN_N03252,0,none
TXN_N06840,0,none
TXN_N03661,0,none
TXN_N06479,0,none
TXN_N05915,0,none
TXN_N05522,0,none
TXN_N01731,0,none
TXN_N02518,0,none
TXN_N01374,0,none
TXN_N00648,0,none
TXN_N06693,0,none
TXN_F00694,1,odd_hours_large
TXN_N00511,0,none
TXN_N05275,0,none
TXN_N01863,0,none
TXN_N03016,0,none
TXN_N04798,0,none
TXN_N02228,0,none
TXN_N04116,0,none
TXN_N01607,0,none
TXN_N01796,0,none
TXN_N02185,0,none
TXN_N06573,0,none
TXN_N05211,0,none
TXN_N05639,0,none
TXN_N08218,0,none
TXN_F00662,1,odd_hours_large
TXN_F00005_2,1,velocity_abuse
TXN_N06625,0,none
TXN_N02448,0,none
TXN_N08249,0,none
TXN_N02616,0,none
TXN_N01619,0,none
TXN_N02255,0,none
TXN_N04398,0,none
TXN_N08085,0,none
TXN_N07232,0,none
TXN_N03232,0,none
TXN_N07548,0,none
TXN_N02621,0,none
TXN_N00959,0,none
TXN_N04088,0,none
TXN_N00656,0,none
TXN_N07189,0,none
TXN_N07857,0,none
TXN_N01672,0,none
TXN_N05077,0,none
TXN_N00734,0,none
TXN_N07863,0,none
TXN_N04861,0,none
TXN_N06307,0,none
TXN_N06796,0,none
TXN_N01738,0,none
TXN_N01684,0,none
TXN_N06735,0,none
TXN_N05295,0,none
TXN_N02649,0,none
TXN_F00466,1,amount_spike
TXN_N03275,0,none
TXN_N08081,0,none
TXN_N00736,0,none
TXN_N05287,0,none
TXN_N01618,0,none
TXN_N00081,0,none
TXN_N05654,0,none
TXN_N05181,0,none
TXN_N07557,0,none
TXN_N06475,0,none
TXN_N00795,0,none
TXN_N00093,0,none
TXN_N02200,0,none
TXN_N05552,0,none
TXN_N07553,0,none
TXN_N07157,0,none
TXN_N04756,0,none
TXN_N06210,0,none
TXN_N04885,0,none
TXN_N00305,0,none
TXN_N02541,0,none
TXN_N01414,0,none
TXN_N08161,0,none
TXN_F00973,1,foreign_transaction
TXN_N01340,0,none
TXN_N01442,0,none
TXN_N03282,0,none
TXN_N04191,0,none
TXN_N02949,0,none
TXN_N00322,0,none
TXN_N00591,0,none
TXN_N04387,0,none
TXN_N02983,0,none
TXN_N04413,0,none
TXN_N08234,0,none
TXN_N02179,0,none
TXN_N00519,0,none
TXN_N00361,0,none
TXN_N00089,0,none
TXN_F00793,1,odd_hours_large
TXN_N07389,0,none
TXN_N01122,0,none
TXN_N02886,0,none
TXN_N06464,0,none
TXN_N01370,0,none
TXN_N03740,0,none
TXN_F00648,1,odd_hours_large
TXN_N01218,0,none
TXN_N08009,0,none
TXN_N05372,0,none
TXN_N02151,0,none
TXN_N07613,0,none
TXN_N02413,0,none
TXN_N08053,0,none
TXN_F00036_5,1,velocity_abuse
TXN_N04360,0,none
TXN_N01569,0,none
TXN_N03603,0,none
TXN_F00717,1,odd_hours_large
TXN_N07306,0,none
TXN_N02911,0,none
TXN_N00109,0,none
TXN_N01836,0,none
TXN_N01150,0,none
TXN_N06533,0,none
TXN_N01113,0,none
TXN_N00484,0,none
TXN_N03471,0,none
TXN_F00150_A,1,geo_impossibility
TXN_N05870,0,none
TXN_F00016_2,1,velocity_abuse
TXN_N04772,0,none
TXN_F00906,1,foreign_transaction
TXN_N07009,0,none
TXN_N02907,0,none
TXN_N06192,0,none
TXN_F00027_2,1,velocity_abuse
TXN_F00117_A,1,geo_impossibility
TXN_N01499,0,none
TXN_N05341,0,none
TXN_F00802,1,foreign_transaction
TXN_N05550,0,none
TXN_N02134,0,none
TXN_N00933,0,none
TXN_F00675,1,odd_hours_large
TXN_N07752,0,none
TXN_F00175_A,1,geo_impossibility
TXN_N05365,0,none
TXN_N05709,0,none
TXN_N07033,0,none
TXN_N04867,0,none
TXN_N04608,0,none
TXN_N03602,0,none
TXN_N03446,0,none
TXN_N01916,0,none
TXN_N01881,0,none
TXN_N08232,0,none
TXN_F00933,1,foreign_transaction
TXN_N05937,0,none
TXN_N08264,0,none
TXN_N02426,0,none
TXN_N00501,0,none
TXN_N01651,0,none
TXN_F00844,1,foreign_transaction
TXN_N07760,0,none
TXN_N02883,0,none
TXN_N04630,0,none
TXN_N04699,0,none
TXN_N08283,0,none
TXN_N06700,0,none
TXN_N04635,0,none
TXN_N01598,0,none
TXN_N01373,0,none
TXN_N01794,0,none
TXN_N00389,0,none
TXN_N08224,0,none
TXN_N06144,0,none
TXN_N01077,0,none
TXN_F00163_A,1,geo_impossibility
TXN_N03126,0,none
TXN_N00766,0,none
TXN_N03556,0,none
TXN_N07317,0,none
TXN_N06176,0,none
TXN_N04182,0,none
TXN_N04948,0,none
TXN_N05454,0,none
TXN_N08265,0,none
TXN_N03015,0,none
TXN_F00057_A,1,geo_impossibility
TXN_N03539,0,none
TXN_N06888,0,none
TXN_N01471,0,none
TXN_N07585,0,none
TXN_N01510,0,none
TXN_N03488,0,none
TXN_N02923,0,none
TXN_N03687,0,none
TXN_N03280,0,none
TXN_N00796,0,none
TXN_N03529,0,none
TXN_N04122,0,none
TXN_N07455,0,none
TXN_N07413,0,none
TXN_N08189,0,none
TXN_N04053,0,none
TXN_N02068,0,none
TXN_N03800,0,none
TXN_N06308,0,none
TXN_N06217,0,none
TXN_N07816,0,none
TXN_N01108,0,none
TXN_N08087,0,none
TXN_N06005,0,none
TXN_N03078,0,none
TXN_F00866,1,foreign_transaction
TXN_F00458,1,amount_spike
TXN_N00015,0,none
TXN_N07177,0,none
TXN_N07019,0,none
TXN_N00971,0,none
TXN_F00069_A,1,geo_impossibility
TXN_N06434,0,none
TXN_N05297,0,none
TXN_N04657,0,none
TXN_N06863,0,none
TXN_N07612,0,none
TXN_N00334,0,none
TXN_N08180,0,none
TXN_N01627,0,none
TXN_N07199,0,none
TXN_F00034_2,1,velocity_abuse
TXN_N06903,0,none
TXN_N08168,0,none
TXN_N00264,0,none
TXN_N06912,0,none
TXN_N03401,0,none
TXN_N03306,0,none
TXN_F00036_0,1,velocity_abuse
TXN_F00611,1,odd_hours_large
TXN_N08382,0,none
TXN_N07426,0,none
TXN_F00794,1,odd_hours_large
TXN_N04780,0,none
TXN_N07213,0,none
TXN_F00777,1,odd_hours_large
TXN_N06600,0,none
TXN_N07820,0,none
TXN_N03101,0,none
TXN_N02287,0,none
TXN_N00368,0,none
TXN_N02406,0,none
TXN_F00862,1,foreign_transaction
TXN_N06443,0,none
TXN_N02610,0,none
TXN_N07889,0,none
TXN_N02771,0,none
TXN_N01784,0,none
TXN_N07896,0,none
TXN_N07212,0,none
TXN_N03993,0,none
TXN_N00669,0,none
TXN_N07117,0,none
TXN_F00212,1,amount_spike
TXN_N02222,0,none
TXN_F00171_B,1,geo_impossibility
TXN_N03038,0,none
TXN_F00092_B,1,geo_impossibility
TXN_N07483,0,none
TXN_N01727,0,none
TXN_N01148,0,none
TXN_N03543,0,none
TXN_N08377,0,none
TXN_N00102,0,none
TXN_N03013,0,none
TXN_N05012,0,none
TXN_N00304,0,none
TXN_N00077,0,none
TXN_N03525,0,none
TXN_N06333,0,none
TXN_N00488,0,none
TXN_N07961,0,none
TXN_N01656,0,none
TXN_N06401,0,none
TXN_N03527,0,none
TXN_N02169,0,none
TXN_F00007_5,1,velocity_abuse
TXN_N04520,0,none
TXN_N07867,0,none
TXN_N00347,0,none
TXN_N05465,0,none
TXN_N02030,0,none
TXN_N08256,0,none
TXN_N04395,0,none
TXN_F00064_A,1,geo_impossibility
TXN_N02998,0,none
TXN_N04935,0,none
TXN_F00290,1,amount_spike
TXN_N04906,0,none
TXN_N00004,0,none
TXN_N03904,0,none
TXN_N03045,0,none
TXN_F00974,1,foreign_transaction
TXN_N01661,0,none
TXN_N07626,0,none
TXN_F00332,1,amount_spike
TXN_N00291,0,none
TXN_N03394,0,none
TXN_N03943,0,none
TXN_N03112,0,none
TXN_F00015_0,1,velocity_abuse
TXN_N04611,0,none
TXN_N08268,0,none
TXN_N01027,0,none
TXN_N07214,0,none
TXN_N07501,0,none
TXN_N04272,0,none
TXN_F00598,1,odd_hours_large
TXN_N02056,0,none
TXN_N07087,0,none
TXN_N04581,0,none
TXN_N05983,0,none
TXN_N02261,0,none
TXN_N00451,0,none
TXN_N06509,0,none
TXN_N07408,0,none
TXN_N00136,0,none
TXN_N06555,0,none
TXN_N02031,0,none
TXN_N02153,0,none
TXN_N00569,0,none
TXN_N02877,0,none
TXN_N05404,0,none
TXN_N01483,0,none
TXN_N08245,0,none
TXN_N03149,0,none
TXN_N07062,0,none
TXN_N05258,0,none
TXN_N01085,0,none
TXN_N01594,0,none
TXN_N04448,0,none
TXN_F00995,1,foreign_transaction
TXN_N02532,0,none
TXN_N02689,0,none
TXN_N00331,0,none
TXN_N07617,0,none
TXN_N02834,0,none
TXN_N08255,0,none
TXN_N06979,0,none
TXN_N04247,0,none
TXN_F00295,1,amount_spike
TXN_N05482,0,none
TXN_N07683,0,none
TXN_N01348,0,none
TXN_N07804,0,none
TXN_N04937,0,none
TXN_N01964,0,none
TXN_N03316,0,none
TXN_F00039_0,1,velocity_abuse
TXN_N03246,0,none
TXN_N04522,0,none
TXN_N02216,0,none
TXN_N02311,0,none
TXN_F01062,1,foreign_transaction
TXN_N05545,0,none
TXN_N02997,0,none
TXN_N06052,0,none
TXN_N00994,0,none
TXN_N07621,0,none
TXN_N04982,0,none
TXN_F00047_2,1,velocity_abuse
TXN_N02693,0,none
TXN_N04289,0,none
TXN_N07304,0,none
TXN_F00010_0,1,velocity_abuse
TXN_F00884,1,foreign_transaction
TXN_N05759,0,none
TXN_N06959,0,none
TXN_F00827,1,foreign_transaction
TXN_N08132,0,none
TXN_F00033_2,1,velocity_abuse
TXN_N01742,0,none
TXN_N03425,0,none
TXN_N04263,0,none
TXN_N02681,0,none
TXN_N00145,0,none
TXN_N07300,0,none
TXN_F00046_4,1,velocity_abuse
TXN_N04920,0,none
TXN_N03083,0,none
TXN_N02543,0,none
TXN_N03210,0,none
TXN_N05247,0,none
TXN_N04845,0,none
TXN_N04171,0,none
TXN_N02234,0,none
TXN_N05214,0,none
TXN_N06262,0,none
TXN_N04996,0,none
TXN_F00038_2,1,velocity_abuse
TXN_N01361,0,none
TXN_N03843,0,none
TXN_F01076,1,foreign_transaction
TXN_N05392,0,none
TXN_N02493,0,none
TXN_N01176,0,none
TXN_N02868,0,none
TXN_N00625,0,none
TXN_N01278,0,none
TXN_F00020_6,1,velocity_abuse
TXN_F00722,1,odd_hours_large
TXN_N07584,0,none
TXN_N05129,0,none
TXN_N00001,0,none
TXN_N05995,0,none
TXN_N00544,0,none
TXN_N00350,0,none
TXN_N03536,0,none
TXN_F00437,1,amount_spike
TXN_N06591,0,none
TXN_F00261,1,amount_spike
TXN_N00458,0,none
TXN_N07041,0,none
TXN_N05553,0,none
TXN_N05010,0,none
TXN_N02110,0,none
TXN_F00021_5,1,velocity_abuse
TXN_N00762,0,none
TXN_N00132,0,none
TXN_N01088,0,none
TXN_N06772,0,none
TXN_N02166,0,none
TXN_N03786,0,none
TXN_N02407,0,none
TXN_F01075,1,foreign_transaction
TXN_N07903,0,none
TXN_N00674,0,none
TXN_N07982,0,none
TXN_N01394,0,none
TXN_N05628,0,none
TXN_N00593,0,none
TXN_N04573,0,none
TXN_N02890,0,none
TXN_N00961,0,none
TXN_N08492,0,none
TXN_N05322,0,none
TXN_N06876,0,none
TXN_N02933,0,none
TXN_F00198_B,1,geo_impossibility
TXN_N03096,0,none
TXN_N01262,0,none
TXN_N06930,0,none
TXN_F00854,1,foreign_transaction
TXN_N03545,0,none
TXN_N04827,0,none
TXN_F00150_B,1,geo_impossibility
TXN_N00266,0,none
TXN_N02698,0,none
TXN_N08342,0,none
TXN_N02517,0,none
TXN_N06221,0,none
TXN_N04152,0,none
TXN_N08140,0,none
TXN_N04234,0,none
TXN_N02944,0,none
TXN_N07224,0,none
TXN_N00317,0,none
TXN_N06532,0,none
TXN_N03470,0,none
TXN_N04515,0,none
TXN_N05083,0,none
TXN_F00357,1,amount_spike
TXN_N04746,0,none
TXN_F00315,1,amount_spike
TXN_N02479,0,none
TXN_N05663,0,none
TXN_N00104,0,none
TXN_N05717,0,none
TXN_N04784,0,none
TXN_N02190,0,none
TXN_F00635,1,odd_hours_large
TXN_N02487,0,none
TXN_N05462,0,none
TXN_F00784,1,odd_hours_large
TXN_N08065,0,none
TXN_N08359,0,none
TXN_N07208,0,none
TXN_N02821,0,none
TXN_N02612,0,none
TXN_N02456,0,none
TXN_N02378,0,none
TXN_N01209,0,none
TXN_N06298,0,none
TXN_N03266,0,none
TXN_N01157,0,none
TXN_N01079,0,none
TXN_N01689,0,none
TXN_N00009,0,none
TXN_N03705,0,none
TXN_N01146,0,none
TXN_N06157,0,none
TXN_N04105,0,none
TXN_N07453,0,none
TXN_N00568,0,none
TXN_F01066,1,foreign_transaction
TXN_N04265,0,none
TXN_F00001_4,1,velocity_abuse
TXN_N01579,0,none
TXN_N03964,0,none
TXN_N00851,0,none
TXN_N01072,0,none
TXN_N03709,0,none
TXN_F00737,1,odd_hours_large
TXN_N05255,0,none
TXN_F00065_A,1,geo_impossibility
TXN_F00177_B,1,geo_impossibility
TXN_N03882,0,none
TXN_N07774,0,none
TXN_N02759,0,none
TXN_N06454,0,none
TXN_N08171,0,none
TXN_N04190,0,none
TXN_F01036,1,foreign_transaction
TXN_F00234,1,amount_spike
TXN_N06851,0,none
TXN_N05598,0,none
TXN_N07445,0,none
TXN_N04206,0,none
TXN_N05379,0,none
TXN_F00318,1,amount_spike
TXN_N00037,0,none
TXN_N04270,0,none
TXN_N04056,0,none
TXN_N03502,0,none
TXN_N05457,0,none
TXN_N07498,0,none
TXN_N02125,0,none
TXN_N01459,0,none
TXN_F00076_A,1,geo_impossibility
TXN_N04221,0,none
TXN_N00578,0,none
TXN_F00412,1,amount_spike
TXN_F01063,1,foreign_transaction
TXN_N01834,0,none
TXN_N07830,0,none
TXN_N04895,0,none
TXN_F00031_3,1,velocity_abuse
TXN_N04925,0,none
TXN_N01200,0,none
TXN_F00086_B,1,geo_impossibility
TXN_N04211,0,none
TXN_N04120,0,none
TXN_N03182,0,none
TXN_N02292,0,none
TXN_N03003,0,none
TXN_N05910,0,none
TXN_N08344,0,none
TXN_N06795,0,none
TXN_N08145,0,none
TXN_N00638,0,none
TXN_N00048,0,none
TXN_N04795,0,none
TXN_N06616,0,none
TXN_N07210,0,none
TXN_N02019,0,none
TXN_N08305,0,none
TXN_N05740,0,none
TXN_N02070,0,none
TXN_N03155,0,none
TXN_N07373,0,none
TXN_N05805,0,none
TXN_N04376,0,none
TXN_N06787,0,none
TXN_F00680,1,odd_hours_large
TXN_F00013_0,1,velocity_abuse
TXN_F00014_4,1,velocity_abuse
TXN_N01181,0,none
TXN_N03853,0,none
TXN_N01319,0,none
TXN_N07509,0,none
TXN_N06227,0,none
TXN_N01806,0,none
TXN_F00438,1,amount_spike
TXN_N03729,0,none
TXN_N00743,0,none
TXN_N01419,0,none
TXN_N03320,0,none
TXN_N06278,0,none
TXN_N07882,0,none
TXN_N03903,0,none
TXN_F00287,1,amount_spike
TXN_N06105,0,none
TXN_N08237,0,none
TXN_N03435,0,none
TXN_F00248,1,amount_spike
TXN_F00006_1,1,velocity_abuse
TXN_N03510,0,none
TXN_N03205,0,none
TXN_N07890,0,none
TXN_N05264,0,none
TXN_N06408,0,none
TXN_N04598,0,none
TXN_N01331,0,none
TXN_N05479,0,none
TXN_F01022,1,foreign_transaction
TXN_F00168_A,1,geo_impossibility
TXN_F00027_5,1,velocity_abuse
TXN_F01000,1,foreign_transaction
TXN_N07645,0,none
TXN_F00056_B,1,geo_impossibility
TXN_F00177_A,1,geo_impossibility
TXN_F00028_0,1,velocity_abuse
TXN_N00587,0,none
TXN_N04966,0,none
TXN_N05677,0,none
TXN_N01433,0,none
TXN_N07486,0,none
TXN_N00336,0,none
TXN_N03317,0,none
TXN_N03617,0,none
TXN_N02317,0,none
TXN_N04950,0,none
TXN_N04993,0,none
TXN_N05315,0,none
TXN_N05629,0,none
TXN_N02115,0,none
TXN_N05400,0,none
TXN_N00024,0,none
TXN_N05707,0,none
TXN_F00308,1,amount_spike
TXN_F00184_B,1,geo_impossibility
TXN_F00029_5,1,velocity_abuse
TXN_N05941,0,none
TXN_N00382,0,none
TXN_F00736,1,odd_hours_large
TXN_F00097_B,1,geo_impossibility
TXN_N08319,0,none
TXN_N01624,0,none
TXN_N00790,0,none
TXN_N02421,0,none
TXN_N06729,0,none
TXN_F00690,1,odd_hours_large
TXN_N01112,0,none
TXN_N06488,0,none
TXN_N06501,0,none
TXN_N04774,0,none
TXN_N06948,0,none
TXN_F01094,1,foreign_transaction
TXN_N03106,0,none
TXN_N01189,0,none
TXN_N07960,0,none
TXN_N02424,0,none
TXN_N07256,0,none
TXN_N01156,0,none
TXN_N08366,0,none
TXN_N05278,0,none
TXN_N07989,0,none
TXN_N01966,0,none
TXN_F00663,1,odd_hours_large
TXN_N04902,0,none
TXN_N02389,0,none
TXN_N06432,0,none
TXN_N08248,0,none
TXN_N01514,0,none
TXN_N02253,0,none
TXN_N02824,0,none
TXN_N05426,0,none
TXN_N02751,0,none
TXN_N05786,0,none
TXN_N04077,0,none
TXN_F00629,1,odd_hours_large
TXN_N03383,0,none
TXN_N02615,0,none
TXN_N04374,0,none
TXN_N00783,0,none
TXN_N01057,0,none
TXN_F00552,1,odd_hours_large
TXN_N07904,0,none
TXN_N07632,0,none
TXN_N04673,0,none
TXN_N05508,0,none
TXN_N03775,0,none
TXN_N04217,0,none
TXN_N04890,0,none
TXN_N02692,0,none
TXN_N07543,0,none
TXN_F00914,1,foreign_transaction
TXN_N07054,0,none
TXN_F00071_A,1,geo_impossibility
TXN_N01091,0,none
TXN_N00287,0,none
TXN_N05651,0,none
TXN_N05369,0,none
TXN_N06556,0,none
TXN_N07743,0,none
TXN_N06087,0,none
TXN_N07424,0,none
TXN_N01693,0,none
TXN_N00972,0,none
TXN_N01663,0,none
TXN_N01473,0,none
TXN_N00564,0,none
TXN_N00292,0,none
TXN_N06952,0,none
TXN_N06428,0,none
TXN_N04627,0,none
TXN_N00170,0,none
TXN_N00268,0,none
TXN_N04642,0,none
TXN_N05928,0,none
TXN_N05505,0,none
TXN_F00929,1,foreign_transaction
TXN_N00316,0,none
TXN_N04429,0,none
TXN_N03521,0,none
TXN_N01958,0,none
TXN_N00246,0,none
TXN_N00253,0,none
TXN_N04723,0,none
TXN_N04788,0,none
TXN_N05419,0,none
TXN_N00051,0,none
TXN_N02274,0,none
TXN_N06093,0,none
TXN_F00274,1,amount_spike
TXN_F00015_4,1,velocity_abuse
TXN_N05415,0,none
TXN_N00873,0,none
TXN_N06998,0,none
TXN_N07357,0,none
TXN_N05858,0,none
TXN_N06761,0,none
TXN_N08112,0,none
TXN_N03782,0,none
TXN_N03756,0,none
TXN_N00249,0,none
TXN_N01673,0,none
TXN_N07342,0,none
TXN_N04437,0,none
TXN_N05146,0,none
TXN_N04240,0,none
TXN_N01732,0,none
TXN_N01826,0,none
TXN_N03932,0,none
TXN_N07446,0,none
TXN_N06606,0,none
TXN_N03051,0,none
TXN_N07933,0,none
TXN_N01356,0,none
TXN_F00032_4,1,velocity_abuse
TXN_N01865,0,none
TXN_F00909,1,foreign_transaction
TXN_N00448,0,none
TXN_N04506,0,none
TXN_N04824,0,none
TXN_N03040,0,none
TXN_N04292,0,none
TXN_N04542,0,none
TXN_N04708,0,none
TXN_N04454,0,none
TXN_N01559,0,none
TXN_N06228,0,none
TXN_N00684,0,none
TXN_N08077,0,none
TXN_N04481,0,none
TXN_N00462,0,none
TXN_N02639,0,none
TXN_N01517,0,none
TXN_N06953,0,none
TXN_N05096,0,none
TXN_N00319,0,none
TXN_N02964,0,none
TXN_N03379,0,none
TXN_N06960,0,none
TXN_F00546,1,odd_hours_large
TXN_N01531,0,none
TXN_N04814,0,none
TXN_N00377,0,none
TXN_N00411,0,none
TXN_F00429,1,amount_spike
TXN_N05737,0,none
TXN_F00567,1,odd_hours_large
TXN_N07587,0,none
TXN_F00514,1,odd_hours_large
TXN_N04826,0,none
TXN_N07943,0,none
TXN_N02620,0,none
TXN_N05668,0,none
TXN_F00719,1,odd_hours_large
TXN_F00716,1,odd_hours_large
TXN_F00961,1,foreign_transaction
TXN_N05860,0,none
TXN_N02363,0,none
TXN_N08471,0,none
TXN_N00275,0,none
TXN_F00019_2,1,velocity_abuse
TXN_N06381,0,none
TXN_N02459,0,none
TXN_N02111,0,none
TXN_N04477,0,none
TXN_N05310,0,none
TXN_F00658,1,odd_hours_large
TXN_N07877,0,none
TXN_N02589,0,none
TXN_N07800,0,none
TXN_N03711,0,none
TXN_N04378,0,none
TXN_N03329,0,none
TXN_N01497,0,none
TXN_N01495,0,none
TXN_N07466,0,none
TXN_N02148,0,none
TXN_N08335,0,none
TXN_N03814,0,none
TXN_N02743,0,none
TXN_N07749,0,none
TXN_N03474,0,none
TXN_N06086,0,none
TXN_N07782,0,none
TXN_N07252,0,none
TXN_N03335,0,none
TXN_N01502,0,none
TXN_N06790,0,none
TXN_F00271,1,amount_spike
TXN_N08407,0,none
TXN_N06054,0,none
TXN_N07958,0,none
TXN_N06798,0,none
TXN_N01184,0,none
TXN_N00514,0,none
TXN_F00864,1,foreign_transaction
TXN_N05420,0,none
TXN_N04743,0,none
TXN_N07429,0,none
TXN_N06572,0,none
TXN_N00922,0,none
TXN_N08470,0,none
TXN_N05166,0,none
TXN_N06881,0,none
TXN_N06108,0,none
TXN_N00475,0,none
TXN_N03818,0,none
TXN_F00344,1,amount_spike
TXN_F00785,1,odd_hours_large
TXN_F00417,1,amount_spike
TXN_N05435,0,none
TXN_F00032_5,1,velocity_abuse
TXN_N08110,0,none
TXN_N01878,0,none
TXN_N02685,0,none
TXN_N05573,0,none
TXN_N02957,0,none
TXN_N04029,0,none
TXN_N08347,0,none
TXN_F00900,1,foreign_transaction
TXN_N08185,0,none
TXN_N07913,0,none
TXN_N05923,0,none
TXN_N06696,0,none
TXN_N07465,0,none
TXN_N04194,0,none
TXN_F00314,1,amount_spike
TXN_N06753,0,none
TXN_N06274,0,none
TXN_N07895,0,none
TXN_N02928,0,none
TXN_N01069,0,none
TXN_F00506,1,odd_hours_large
TXN_F00403,1,amount_spike
TXN_N02250,0,none
TXN_N03847,0,none
TXN_N01021,0,none
TXN_N00706,0,none
TXN_N07437,0,none
TXN_N05582,0,none
TXN_N05509,0,none
TXN_N05273,0,none
TXN_N00909,0,none
TXN_F00098_A,1,geo_impossibility
TXN_F00001_0,1,velocity_abuse
TXN_N04933,0,none
TXN_N00595,0,none
TXN_N01938,0,none
TXN_N00441,0,none
TXN_N03606,0,none
TXN_F00510,1,odd_hours_large
TXN_N05345,0,none
TXN_N00011,0,none
TXN_N07991,0,none
TXN_N04964,0,none
TXN_F00846,1,foreign_transaction
