txn_id,user_id,timestamp,amount,currency,merchant_category,merchant_city,merchant_lat,merchant_lon,payment_method,is_fraud,fraud_type,fraud_note,hour_of_day,day_of_week,is_weekend,amount_rounded,inserted_at
TXN_N07201,USR_0087,2024-02-07 14:21:01,3207.91,INR,clothing,Kochi,9.9312,76.2673,Credit Card,0,none,,14,Wednesday,False,0,0
TXN_N05821,USR_0169,2024-08-22 19:31:20,1607.38,INR,groceries,Pune,18.5204,73.8567,IMPS,0,none,,19,Thursday,False,0,0
TXN_N01577,USR_0175,2024-04-24 20:46:16,13942.09,INR,medical,Pune,18.5204,73.8567,IMPS,0,none,,20,Wednesday,False,0,0
TXN_N04562,USR_0150,2024-12-01 14:51:08,508.49,INR,entertainment,Surat,21.1702,72.8311,UPI,0,none,,14,Sunday,True,0,0
TXN_N01248,USR_0383,2024-01-14 05:18:27,1454.55,INR,restaurant,Hyderabad,17.385,78.4867,Debit Card,0,none,,5,Sunday,True,0,0
TXN_F00182_B,USR_0114,2024-10-08 10:25:04,6187.71,USD,groceries,New York,40.7128,-74.006,Credit Card,1,geo_impossibility,Pair B — 12746 km from prior txn in 21 min,10,Tuesday,False,0,0
TXN_N03211,USR_0227,2024-03-14 16:42:26,6327.74,INR,clothing,Kolkata,22.5726,88.3639,UPI,0,none,,16,Thursday,False,0,0
TXN_N07929,USR_0164,2024-10-15 11:31:46,1590.43,INR,fuel,Mumbai,19.076,72.8777,UPI,0,none,,11,Tuesday,False,0,0
TXN_N01311,USR_0154,2024-04-03 20:38:17,26995.48,INR,electronics,Chennai,13.0827,80.2707,IMPS,0,none,,20,Wednesday,False,0,0
TXN_N02626,USR_0395,2024-03-09 13:39:35,1006.83,INR,utility,Kolkata,22.5726,88.3639,Debit Card,0,none,,13,Saturday,True,0,0
TXN_F00670,USR_0264,2024-06-09 02:13:38,50254.2,INR,travel,Kolkata,22.5726,88.3639,Debit Card,1,odd_hours_large,"₹50,254 at 02:13",2,Sunday,True,0,0
TXN_N04092,USR_0112,2024-02-27 00:31:31,57604.7,INR,electronics,Kolkata,22.5726,88.3639,Debit Card,0,none,,0,Tuesday,False,0,0
TXN_N03352,USR_0304,2024-06-03 08:25:53,2551.93,INR,fuel,Surat,21.1702,72.8311,NEFT,0,none,,8,Monday,False,0,0
TXN_N05240,USR_0288,2024-01-09 21:37:15,2628.41,INR,fuel,Mumbai,19.076,72.8777,Debit Card,0,none,,21,Tuesday,False,0,0
TXN_F00347,USR_0386,2024-04-27 22:13:49,293827.64,INR,electronics,Ahmedabad,23.0225,72.5714,Credit Card,1,amount_spike,"Spike ₹293,828 vs typical max ₹27,414",22,Saturday,True,0,0
TXN_N08450,USR_0496,2024-03-05 16:19:52,417.74,INR,groceries,Lucknow,26.8467,80.9462,Credit Card,0,none,,16,Tuesday,False,0,0
TXN_N06312,USR_0091,2024-09-01 02:48:26,3301.82,INR,groceries,Kolkata,22.5726,88.3639,NEFT,0,none,,2,Sunday,True,0,0
TXN_N00765,USR_0180,2024-06-28 21:05:15,4974.21,INR,fuel,Pune,18.5204,73.8567,Debit Card,0,none,,21,Friday,False,0,0
TXN_F00393,USR_0299,2024-08-30 19:52:15,227572.26,INR,travel,Kolkata,22.5726,88.3639,Credit Card,1,amount_spike,"Spike ₹227,572 vs typical max ₹11,582",19,Friday,False,0,0
TXN_N06204,USR_0179,2024-06-07 13:27:48,4665.07,INR,groceries,Jaipur,26.9124,75.7873,IMPS,0,none,,13,Friday,False,0,0
TXN_N03648,USR_0050,2024-07-29 03:15:47,554.36,INR,groceries,Pune,18.5204,73.8567,UPI,0,none,,3,Monday,False,0,0
TXN_N02139,USR_0219,2024-09-28 18:38:54,10579.28,INR,clothing,Chennai,13.0827,80.2707,IMPS,0,none,,18,Saturday,True,0,0
TXN_N07967,USR_0192,2024-04-19 16:55:07,8249.88,INR,medical,Pune,18.5204,73.8567,Debit Card,0,none,,16,Friday,False,0,0
TXN_N04619,USR_0213,2024-07-22 09:56:32,5202.27,INR,online_shopping,Bengaluru,12.9716,77.5946,Debit Card,0,none,,9,Monday,False,0,0
TXN_N02349,USR_0321,2024-01-12 02:53:40,5848.7,INR,groceries,Lucknow,26.8467,80.9462,NEFT,0,none,,2,Friday,False,0,0
TXN_N03027,USR_0263,2024-07-19 14:45:02,18036.75,INR,online_shopping,Pune,18.5204,73.8567,Credit Card,0,none,,14,Friday,False,0,0
TXN_N02575,USR_0088,2024-11-09 17:23:05,1018.72,INR,fuel,Bengaluru,12.9716,77.5946,Debit Card,0,none,,17,Saturday,True,0,0
TXN_N02046,USR_0463,2024-11-28 04:23:07,3264.29,INR,groceries,Lucknow,26.8467,80.9462,Debit Card,0,none,,4,Thursday,False,0,0
TXN_N02733,USR_0497,2024-07-24 14:07:25,602.6,INR,fuel,Delhi,28.6139,77.209,Debit Card,0,none,,14,Wednesday,False,0,0
TXN_N05119,USR_0238,2024-08-10 00:01:25,6951.03,INR,groceries,Kolkata,22.5726,88.3639,Credit Card,0,none,,0,Saturday,True,0,0
TXN_N00622,USR_0337,2024-08-23 01:31:20,6257.86,INR,groceries,Mumbai,19.076,72.8777,Credit Card,0,none,,1,Friday,False,0,0
TXN_N05715,USR_0415,2024-02-27 16:59:54,1135.65,INR,groceries,Kochi,9.9312,76.2673,UPI,0,none,,16,Tuesday,False,0,0
TXN_N00036,USR_0287,2024-02-17 05:13:05,1123.95,INR,fuel,Surat,21.1702,72.8311,NEFT,0,none,,5,Saturday,True,0,0
TXN_N02320,USR_0276,2024-11-18 17:33:32,23733.36,INR,online_shopping,Mumbai,19.076,72.8777,NEFT,0,none,,17,Monday,False,0,0
TXN_N07473,USR_0490,2024-02-29 12:39:41,2427.88,INR,fuel,Lucknow,26.8467,80.9462,UPI,0,none,,12,Thursday,False,0,0
TXN_F00810,USR_0415,2024-07-24 15:31:46,33174.95,USD,travel,London,51.5074,-0.1278,Credit Card,1,foreign_transaction,"Foreign txn in London, home city: Jaipur",15,Wednesday,False,0,0
TXN_N00040,USR_0431,2024-03-14 22:05:46,3656.26,INR,fuel,Lucknow,26.8467,80.9462,IMPS,0,none,,22,Thursday,False,0,0
TXN_N07404,USR_0348,2024-06-14 22:39:34,3804.47,INR,fuel,Chennai,13.0827,80.2707,Debit Card,0,none,,22,Friday,False,0,0
TXN_N03299,USR_0142,2024-08-25 23:56:40,37547.78,INR,electronics,Surat,21.1702,72.8311,UPI,0,none,,23,Sunday,True,0,0
TXN_N03356,USR_0289,2024-06-17 09:23:30,8608.44,INR,online_shopping,Jaipur,26.9124,75.7873,IMPS,0,none,,9,Monday,False,0,0
TXN_N00800,USR_0440,2024-07-05 23:14:54,5370.81,INR,groceries,Mumbai,19.076,72.8777,NEFT,0,none,,23,Friday,False,0,0
TXN_N06292,USR_0049,2024-04-20 16:01:46,10986.65,INR,medical,Hyderabad,17.385,78.4867,IMPS,0,none,,16,Saturday,True,0,0
TXN_F00037_1,USR_0276,2024-12-17 16:46:40,1104.97,INR,online_shopping,Chennai,13.0827,80.2707,Credit Card,1,velocity_abuse,Txn 2 of 5 within 8-min window,16,Tuesday,False,0,0
TXN_F00020_4,USR_0476,2024-10-11 22:19:04,2797.57,INR,online_shopping,Delhi,28.6139,77.209,Credit Card,1,velocity_abuse,Txn 5 of 7 within 8-min window,22,Friday,False,0,0
TXN_N04809,USR_0028,2024-11-06 22:56:54,3432.43,INR,groceries,Pune,18.5204,73.8567,NEFT,0,none,,22,Wednesday,False,0,0
TXN_F00156_A,USR_0237,2024-12-22 17:33:28,6256.2,INR,fuel,Ahmedabad,23.0225,72.5714,Credit Card,1,geo_impossibility,Pair A — 4144 km from next txn in 23 min,17,Sunday,True,0,0
TXN_N01403,USR_0079,2024-12-16 04:09:44,3384.26,INR,fuel,Surat,21.1702,72.8311,NEFT,0,none,,4,Monday,False,0,0
TXN_N05266,USR_0378,2024-09-11 08:55:09,28434.54,INR,online_shopping,Kochi,9.9312,76.2673,IMPS,0,none,,8,Wednesday,False,0,0
TXN_F00013_5,USR_0493,2024-02-09 16:09:31,2364.91,INR,online_shopping,Hyderabad,17.385,78.4867,Credit Card,1,velocity_abuse,Txn 6 of 6 within 8-min window,16,Friday,False,0,0
TXN_N05767,USR_0310,2024-06-09 01:51:15,3519.93,INR,groceries,Chennai,13.0827,80.2707,IMPS,0,none,,1,Sunday,True,0,0
TXN_N06056,USR_0326,2024-03-02 20:03:07,20047.03,INR,online_shopping,Delhi,28.6139,77.209,IMPS,0,none,,20,Saturday,True,0,0
TXN_N02146,USR_0161,2024-12-22 04:50:11,3798.25,INR,medical,Surat,21.1702,72.8311,NEFT,0,none,,4,Sunday,True,0,0
TXN_N08247,USR_0389,2024-11-27 05:35:37,2266.54,INR,restaurant,Kochi,9.9312,76.2673,IMPS,0,none,,5,Wednesday,False,0,0
TXN_N06097,USR_0376,2024-09-03 17:27:40,72008.78,INR,electronics,Surat,21.1702,72.8311,IMPS,0,none,,17,Tuesday,False,0,0
TXN_N03289,USR_0068,2024-04-07 15:35:11,1579.15,INR,fuel,Mumbai,19.076,72.8777,Credit Card,0,none,,15,Sunday,True,0,0
TXN_N03339,USR_0086,2024-11-08 21:25:36,2154.23,INR,restaurant,Delhi,28.6139,77.209,IMPS,0,none,,21,Friday,False,0,0
TXN_N05829,USR_0077,2024-05-31 06:24:40,1239.32,INR,groceries,Chennai,13.0827,80.2707,Debit Card,0,none,,6,Friday,False,0,0
TXN_N01924,USR_0040,2024-01-15 08:26:16,8569.22,INR,utility,Mumbai,19.076,72.8777,NEFT,0,none,,8,Monday,False,0,0
TXN_F00994,USR_0285,2024-11-22 09:11:37,9328.43,USD,restaurant,Dubai,25.2048,55.2708,Credit Card,1,foreign_transaction,"Foreign txn in Dubai, home city: Mumbai",9,Friday,False,0,0
TXN_N06331,USR_0083,2024-05-13 13:32:22,1534.11,INR,groceries,Delhi,28.6139,77.209,IMPS,0,none,,13,Monday,False,0,0
TXN_N02465,USR_0142,2024-11-20 08:40:42,7824.55,INR,groceries,Hyderabad,17.385,78.4867,Debit Card,0,none,,8,Wednesday,False,0,0
TXN_F00677,USR_0211,2024-03-09 04:27:35,64795.73,INR,travel,Jaipur,26.9124,75.7873,Debit Card,1,odd_hours_large,"₹64,796 at 04:27",4,Saturday,True,0,0
TXN_N02237,USR_0433,2024-09-09 10:00:51,2648.32,INR,groceries,Surat,21.1702,72.8311,Credit Card,0,none,,10,Monday,False,0,0
TXN_N02524,USR_0485,2024-04-26 09:33:03,2909.27,INR,medical,Ahmedabad,23.0225,72.5714,Credit Card,0,none,,9,Friday,False,0,0
TXN_N06009,USR_0361,2024-10-16 04:46:21,5855.61,INR,groceries,Bengaluru,12.9716,77.5946,UPI,0,none,,4,Wednesday,False,0,0
TXN_F00029_3,USR_0040,2024-06-04 13:47:32,1614.75,INR,online_shopping,Kolkata,22.5726,88.3639,Credit Card,1,velocity_abuse,Txn 4 of 6 within 8-min window,13,Tuesday,False,0,0
TXN_N02026,USR_0401,2024-05-18 06:39:38,3650.64,INR,groceries,Mumbai,19.076,72.8777,UPI,0,none,,6,Saturday,True,0,0
TXN_N06779,USR_0378,2024-11-22 09:21:42,2786.19,INR,fuel,Delhi,28.6139,77.209,NEFT,0,none,,9,Friday,False,0,0
TXN_N03111,USR_0091,2024-11-21 12:56:26,1681.34,INR,entertainment,Chennai,13.0827,80.2707,Debit Card,0,none,,12,Thursday,False,0,0
TXN_F00044_3,USR_0117,2024-09-20 22:52:12,2590.38,INR,online_shopping,Lucknow,26.8467,80.9462,Credit Card,1,velocity_abuse,Txn 4 of 6 within 8-min window,22,Friday,False,0,0
TXN_N02756,USR_0167,2024-07-10 16:54:05,263.67,INR,restaurant,Pune,18.5204,73.8567,NEFT,0,none,,16,Wednesday,False,0,0
TXN_N02021,USR_0409,2024-10-08 19:08:14,1706.5,INR,restaurant,Chennai,13.0827,80.2707,IMPS,0,none,,19,Tuesday,False,0,0
TXN_F00220,USR_0195,2024-02-21 16:38:29,447212.54,INR,electronics,Jaipur,26.9124,75.7873,Credit Card,1,amount_spike,"Spike ₹447,213 vs typical max ₹30,245",16,Wednesday,False,0,0
TXN_N03208,USR_0461,2024-06-28 09:15:12,15917.22,INR,medical,Bengaluru,12.9716,77.5946,NEFT,0,none,,9,Friday,False,0,0
TXN_N06114,USR_0008,2024-05-28 14:03:35,21997.78,INR,online_shopping,Bengaluru,12.9716,77.5946,NEFT,0,none,,14,Tuesday,False,0,0
TXN_N07397,USR_0049,2024-12-20 21:01:12,8450.98,INR,medical,Lucknow,26.8467,80.9462,UPI,0,none,,21,Friday,False,0,0
TXN_N05118,USR_0091,2024-05-19 03:46:41,23328.61,INR,online_shopping,Bengaluru,12.9716,77.5946,NEFT,0,none,,3,Sunday,True,0,0
TXN_N00260,USR_0211,2024-04-20 03:27:36,185.72,INR,entertainment,Kolkata,22.5726,88.3639,NEFT,0,none,,3,Saturday,True,0,0
TXN_N06225,USR_0300,2024-12-22 03:07:42,7627.45,INR,groceries,Hyderabad,17.385,78.4867,Credit Card,0,none,,3,Sunday,True,0,0
TXN_N04909,USR_0402,2024-02-13 15:57:46,5214.59,INR,clothing,Kolkata,22.5726,88.3639,IMPS,0,none,,15,Tuesday,False,0,0
TXN_F00872,USR_0192,2024-08-31 18:17:05,35207.19,USD,electronics,Hong Kong,22.3193,114.1694,Credit Card,1,foreign_transaction,"Foreign txn in Hong Kong, home city: Mumbai",18,Saturday,True,0,0
TXN_N07314,USR_0040,2024-03-28 17:04:25,24233.83,INR,travel,Jaipur,26.9124,75.7873,NEFT,0,none,,17,Thursday,False,0,0
TXN_N02565,USR_0266,2024-09-29 23:02:42,483.21,INR,entertainment,Hyderabad,17.385,78.4867,Debit Card,0,none,,23,Sunday,True,0,0
TXN_N02338,USR_0315,2024-03-09 12:23:29,17087.93,INR,travel,Chennai,13.0827,80.2707,NEFT,0,none,,12,Saturday,True,0,0
TXN_N07244,USR_0309,2024-01-15 02:57:36,55705.98,INR,electronics,Mumbai,19.076,72.8777,Credit Card,0,none,,2,Monday,False,0,0
TXN_N07530,USR_0448,2024-02-22 22:53:13,1444.61,INR,restaurant,Mumbai,19.076,72.8777,UPI,0,none,,22,Thursday,False,0,0
TXN_N01124,USR_0027,2024-07-31 16:17:54,11165.83,INR,clothing,Lucknow,26.8467,80.9462,Credit Card,0,none,,16,Wednesday,False,0,0
TXN_N01733,USR_0078,2024-09-05 15:57:32,1085.11,INR,fuel,Kochi,9.9312,76.2673,NEFT,0,none,,15,Thursday,False,0,0
TXN_N03828,USR_0089,2024-12-16 07:09:31,3042.45,INR,online_shopping,Bengaluru,12.9716,77.5946,Debit Card,0,none,,7,Monday,False,0,0
TXN_N04072,USR_0480,2024-02-23 18:39:03,29843.03,INR,travel,Surat,21.1702,72.8311,Credit Card,0,none,,18,Friday,False,0,0
TXN_N01781,USR_0351,2024-09-26 19:50:23,1135.67,INR,restaurant,Ahmedabad,23.0225,72.5714,Debit Card,0,none,,19,Thursday,False,0,0
TXN_N00583,USR_0283,2024-06-12 20:59:20,9108.01,INR,utility,Kolkata,22.5726,88.3639,NEFT,0,none,,20,Wednesday,False,0,0
TXN_N01692,USR_0176,2024-10-23 10:06:22,9177.12,INR,online_shopping,Delhi,28.6139,77.209,IMPS,0,none,,10,Wednesday,False,0,0
TXN_N03039,USR_0184,2024-02-24 11:37:03,3038.0,INR,groceries,Hyderabad,17.385,78.4867,Credit Card,0,none,,11,Saturday,True,0,0
TXN_N05841,USR_0104,2024-12-21 09:46:50,9883.82,INR,clothing,Delhi,28.6139,77.209,NEFT,0,none,,9,Saturday,True,0,0
TXN_N06664,USR_0383,2024-07-28 12:49:39,70583.53,INR,electronics,Kochi,9.9312,76.2673,Debit Card,0,none,,12,Sunday,True,0,0
TXN_N07309,USR_0381,2024-03-13 07:39:06,11688.11,INR,clothing,Lucknow,26.8467,80.9462,IMPS,0,none,,7,Wednesday,False,0,0
TXN_N03468,USR_0241,2024-04-15 07:21:39,20352.9,INR,online_shopping,Delhi,28.6139,77.209,UPI,0,none,,7,Monday,False,0,0
TXN_N00577,USR_0021,2024-05-04 10:11:40,6907.77,INR,groceries,Delhi,28.6139,77.209,IMPS,0,none,,10,Saturday,True,0,0
TXN_N06773,USR_0321,2024-11-03 01:31:57,175.47,INR,restaurant,Kolkata,22.5726,88.3639,Credit Card,0,none,,1,Sunday,True,0,0
TXN_N06182,USR_0374,2024-06-05 16:09:59,2953.94,INR,restaurant,Hyderabad,17.385,78.4867,IMPS,0,none,,16,Wednesday,False,0,0
TXN_N07294,USR_0182,2024-08-18 11:47:43,12998.46,INR,online_shopping,Surat,21.1702,72.8311,Credit Card,0,none,,11,Sunday,True,0,0
TXN_N05764,USR_0248,2024-06-16 01:19:32,6447.45,INR,groceries,Lucknow,26.8467,80.9462,Debit Card,0,none,,1,Sunday,True,0,0
TXN_N03654,USR_0258,2024-10-16 17:21:59,77973.1,INR,electronics,Jaipur,26.9124,75.7873,Debit Card,0,none,,17,Wednesday,False,0,0
TXN_N00252,USR_0370,2024-01-30 11:14:27,2633.52,INR,restaurant,Hyderabad,17.385,78.4867,Debit Card,0,none,,11,Tuesday,False,0,0
TXN_N03079,USR_0240,2024-01-26 02:08:51,2631.82,INR,groceries,Pune,18.5204,73.8567,UPI,0,none,,2,Friday,False,0,0
TXN_N01685,USR_0249,2024-02-09 15:13:05,6733.41,INR,groceries,Delhi,28.6139,77.209,UPI,0,none,,15,Friday,False,0,0
TXN_N05901,USR_0322,2024-12-09 16:05:47,1263.98,INR,entertainment,Lucknow,26.8467,80.9462,UPI,0,none,,16,Monday,False,0,0
TXN_N03119,USR_0132,2024-05-15 01:38:09,1213.09,INR,restaurant,Lucknow,26.8467,80.9462,Credit Card,0,none,,1,Wednesday,False,0,0
TXN_N05082,USR_0260,2024-08-14 12:50:01,4405.82,INR,utility,Pune,18.5204,73.8567,NEFT,0,none,,12,Wednesday,False,0,0
TXN_N01191,USR_0006,2024-10-05 01:12:34,5557.43,INR,groceries,Lucknow,26.8467,80.9462,IMPS,0,none,,1,Saturday,True,0,0
TXN_N07270,USR_0393,2024-08-09 10:47:18,1717.52,INR,entertainment,Bengaluru,12.9716,77.5946,Debit Card,0,none,,10,Friday,False,0,0
TXN_N04631,USR_0075,2024-11-26 01:53:50,4988.78,INR,groceries,Kolkata,22.5726,88.3639,IMPS,0,none,,1,Tuesday,False,0,0
TXN_N07387,USR_0469,2024-02-21 14:06:22,1390.09,INR,groceries,Bengaluru,12.9716,77.5946,UPI,0,none,,14,Wednesday,False,0,0
TXN_N00624,USR_0476,2024-10-22 20:09:09,962.59,INR,fuel,Delhi,28.6139,77.209,IMPS,0,none,,20,Tuesday,False,0,0
TXN_N07737,USR_0026,2024-12-01 14:11:11,1186.66,INR,groceries,Hyderabad,17.385,78.4867,UPI,0,none,,14,Sunday,True,0,0
TXN_N07692,USR_0132,2024-01-31 07:00:08,919.64,INR,entertainment,Lucknow,26.8467,80.9462,Debit Card,0,none,,7,Wednesday,False,0,0
TXN_N04402,USR_0498,2024-09-08 15:27:25,708.44,INR,groceries,Chennai,13.0827,80.2707,Credit Card,0,none,,15,Sunday,True,0,0
TXN_N02665,USR_0407,2024-05-08 21:55:31,1901.56,INR,groceries,Surat,21.1702,72.8311,NEFT,0,none,,21,Wednesday,False,0,0
TXN_N03636,USR_0422,2024-09-26 00:03:29,5845.64,INR,groceries,Ahmedabad,23.0225,72.5714,NEFT,0,none,,0,Thursday,False,0,0
TXN_N03128,USR_0328,2024-03-01 06:37:33,8803.84,INR,online_shopping,Delhi,28.6139,77.209,IMPS,0,none,,6,Friday,False,0,0
TXN_N02474,USR_0358,2024-03-30 18:19:34,7229.22,INR,groceries,Surat,21.1702,72.8311,UPI,0,none,,18,Saturday,True,0,0
TXN_N04792,USR_0331,2024-01-17 16:30:46,18506.93,INR,medical,Chennai,13.0827,80.2707,Credit Card,0,none,,16,Wednesday,False,0,0
TXN_F00451,USR_0111,2024-04-23 18:26:00,580141.18,INR,online_shopping,Kolkata,22.5726,88.3639,Credit Card,1,amount_spike,"Spike ₹580,141 vs typical max ₹50,634",18,Tuesday,False,0,0
TXN_N01703,USR_0350,2024-01-15 10:25:50,4086.58,INR,groceries,Mumbai,19.076,72.8777,IMPS,0,none,,10,Monday,False,0,0
TXN_N00097,USR_0062,2024-12-07 19:36:51,27080.56,INR,electronics,Kochi,9.9312,76.2673,Debit Card,0,none,,19,Saturday,True,0,0
TXN_N01480,USR_0119,2024-04-12 09:57:22,931.6,INR,restaurant,Pune,18.5204,73.8567,UPI,0,none,,9,Friday,False,0,0
TXN_N08449,USR_0363,2024-02-10 11:10:42,4552.72,INR,online_shopping,Ahmedabad,23.0225,72.5714,UPI,0,none,,11,Saturday,True,0,0
TXN_N02755,USR_0216,2024-06-23 09:06:35,41002.82,INR,electronics,Ahmedabad,23.0225,72.5714,Debit Card,0,none,,9,Sunday,True,0,0
TXN_N00120,USR_0360,2024-05-14 06:50:31,1825.36,INR,groceries,Ahmedabad,23.0225,72.5714,Debit Card,0,none,,6,Tuesday,False,0,0
TXN_N03019,USR_0099,2024-10-22 20:30:39,6763.17,INR,groceries,Surat,21.1702,72.8311,UPI,0,none,,20,Tuesday,False,0,0
TXN_N07229,USR_0429,2024-05-14 15:06:05,3872.97,INR,online_shopping,Mumbai,19.076,72.8777,Debit Card,0,none,,15,Tuesday,False,0,0
TXN_N00034,USR_0286,2024-11-10 03:07:20,20068.69,INR,online_shopping,Hyderabad,17.385,78.4867,UPI,0,none,,3,Sunday,True,0,0
TXN_N04485,USR_0239,2024-02-25 11:50:04,13201.04,INR,online_shopping,Lucknow,26.8467,80.9462,Credit Card,0,none,,11,Sunday,True,0,0
TXN_N06019,USR_0022,2024-09-21 23:45:03,7995.84,INR,groceries,Pune,18.5204,73.8567,IMPS,0,none,,23,Saturday,True,0,0
TXN_N04242,USR_0487,2024-03-08 05:39:34,5166.27,INR,online_shopping,Bengaluru,12.9716,77.5946,Debit Card,0,none,,5,Friday,False,0,0
TXN_N03652,USR_0462,2024-09-10 14:19:17,2593.61,INR,fuel,Surat,21.1702,72.8311,Credit Card,0,none,,14,Tuesday,False,0,0
TXN_N00533,USR_0104,2024-05-03 19:30:07,50505.24,INR,electronics,Surat,21.1702,72.8311,Debit Card,0,none,,19,Friday,False,0,0
TXN_N02770,USR_0010,2024-07-11 07:03:23,3750.8,INR,groceries,Surat,21.1702,72.8311,UPI,0,none,,7,Thursday,False,0,0
TXN_N02345,USR_0003,2024-12-23 19:30:34,861.24,INR,groceries,Pune,18.5204,73.8567,UPI,0,none,,19,Monday,False,0,0
TXN_N07898,USR_0325,2024-03-20 21:54:16,7473.06,INR,groceries,Jaipur,26.9124,75.7873,Debit Card,0,none,,21,Wednesday,False,0,0
TXN_N02302,USR_0232,2024-04-30 07:29:30,2807.33,INR,groceries,Mumbai,19.076,72.8777,NEFT,0,none,,7,Tuesday,False,0,0
TXN_F00797,USR_0104,2024-12-28 02:38:14,22395.83,INR,travel,Lucknow,26.8467,80.9462,Debit Card,1,odd_hours_large,"₹22,396 at 02:38",2,Saturday,True,0,0
TXN_N06569,USR_0341,2024-09-07 12:21:40,4045.41,INR,groceries,Kochi,9.9312,76.2673,UPI,0,none,,12,Saturday,True,0,0
TXN_N08467,USR_0157,2024-07-22 01:46:16,14174.25,INR,clothing,Lucknow,26.8467,80.9462,NEFT,0,none,,1,Monday,False,0,0
TXN_N01576,USR_0393,2024-02-15 19:28:49,2776.48,INR,groceries,Mumbai,19.076,72.8777,Credit Card,0,none,,19,Thursday,False,0,0
TXN_N00032,USR_0458,2024-04-29 04:33:01,7892.44,INR,utility,Delhi,28.6139,77.209,Debit Card,0,none,,4,Monday,False,0,0
TXN_N05982,USR_0256,2024-01-24 15:01:20,2150.19,INR,clothing,Jaipur,26.9124,75.7873,Credit Card,0,none,,15,Wednesday,False,0,0
TXN_N06448,USR_0087,2024-01-01 09:02:47,3003.0,INR,online_shopping,Bengaluru,12.9716,77.5946,UPI,0,none,,9,Monday,False,0,0
TXN_N00030,USR_0100,2024-08-27 06:20:07,591.38,INR,medical,Kochi,9.9312,76.2673,NEFT,0,none,,6,Tuesday,False,0,0
TXN_F00338,USR_0165,2024-02-05 02:47:39,407708.58,INR,travel,Mumbai,19.076,72.8777,Credit Card,1,amount_spike,"Spike ₹407,709 vs typical max ₹33,259",2,Monday,False,0,0
TXN_N06921,USR_0105,2024-09-11 19:43:07,2098.69,INR,utility,Jaipur,26.9124,75.7873,NEFT,0,none,,19,Wednesday,False,0,0
